index,SKU Code,Design No.,Stock,Size,Color,BrandCode,CategoryName
7838,SET195-KR-NP-L,SET195,8,L,Beige,KURTA SET,
7839,SET195-KR-NP-M,SET195,3,M,Beige,KURTA SET,
7840,SET195-KR-NP-S,SET195,6,S,Beige,KURTA SET,
7841,SET195-KR-NP-XL,SET195,4,XL,Beige,KURTA SET,
7842,SET195-KR-NP-XS,SET195,19,XS,Beige,KURTA SET,
7843,SET195-KR-NP-XXL,SET195,7,XXL,Beige,KURTA SET,
7844,SET195-KR-NP-XXXL,SET195,16,XXXL,Beige,KURTA SET,
7845,SET196-KR-NP-L,SET196,51,L,Red,KURTA SET,
7846,SET196-KR-NP-M,SET196,85,M,Red,KURTA SET,
7847,SET196-KR-NP-S,SET196,81,S,Red,KURTA SET,
7848,SET196-KR-NP-XL,SET196,40,XL,Red,KURTA SET,
7849,SET196-KR-NP-XS,SET196,67,XS,Red,KURTA SET,
7850,SET196-KR-NP-XXL,SET196,26,XXL,Red,KURTA SET,
7851,SET196-KR-NP-XXXL,SET196,22,XXXL,Red,KURTA SET,
7852,SET197-KR-NP-L,SET197,358,L,Mustard,KURTA SET,
7853,SET197-KR-NP-M,SET197,11,M,Mustard,KURTA SET,
7854,SET197-KR-NP-S,SET197,196,S,Mustard,KURTA SET,
7855,SET197-KR-NP-XL,SET197,117,XL,Mustard,KURTA SET,
7856,SET197-KR-NP-XS,SET197,191,XS,Mustard,KURTA SET,
7857,SET197-KR-NP-XXL,SET197,104,XXL,Mustard,KURTA SET,
7858,SET197-KR-NP-XXXL,SET197,49,XXXL,Mustard,KURTA SET,
7859,SET198-KR-NP-L,SET198,2,L,Pink,KURTA SET,
7860,SET198-KR-NP-M,SET198,3,M,Pink,KURTA SET,
7861,SET198-KR-NP-S,SET198,4,S,Pink,KURTA SET,
7862,SET198-KR-NP-XL,SET198,3,XL,Pink,KURTA SET,
7863,SET198-KR-NP-XS,SET198,25,XS,Pink,KURTA SET,
7864,SET198-KR-NP-XXL,SET198,3,XXL,Pink,KURTA SET,
7865,SET198-KR-NP-XXXL,SET198,2,XXXL,Pink,KURTA SET,
7866,SET199-KR-NP-L,SET199,11,L,Peach,KURTA SET,
7867,SET199-KR-NP-M,SET199,44,M,Peach,KURTA SET,
7868,SET199-KR-NP-S,SET199,45,S,Peach,KURTA SET,
7869,SET199-KR-NP-XL,SET199,5,XL,Peach,KURTA SET,
7870,SET199-KR-NP-XS,SET199,40,XS,Peach,KURTA SET,
7871,SET199-KR-NP-XXL,SET199,7,XXL,Peach,KURTA SET,
7872,SET199-KR-NP-XXXL,SET199,21,XXXL,Peach,KURTA SET,
7873,SET200-KR-NP-L,SET200,1,L,Maroon,KURTA SET,
7874,SET200-KR-NP-M,SET200,3,M,Maroon,KURTA SET,
7875,SET200-KR-NP-S,SET200,13,S,Maroon,KURTA SET,
7876,SET200-KR-NP-XL,SET200,2,XL,Maroon,KURTA SET,
7877,SET200-KR-NP-XS,SET200,68,XS,Maroon,KURTA SET,
7878,SET200-KR-NP-XXL,SET200,5,XXL,Maroon,KURTA SET,
7879,SET200-KR-NP-XXXL,SET200,1,XXXL,Maroon,KURTA SET,
7880,SET201-KR-NP-L,SET201,2,L,Olive,KURTA SET,
7881,SET201-KR-NP-M,SET201,4,M,Olive,KURTA SET,
7882,SET201-KR-NP-S,SET201,2,S,Olive,KURTA SET,
7883,SET201-KR-NP-XL,SET201,2,XL,Olive,KURTA SET,
7884,SET201-KR-NP-XS,SET201,11,XS,Olive,KURTA SET,
7885,SET201-KR-NP-XXL,SET201,1,XXL,Olive,KURTA SET,
7886,SET201-KR-NP-XXXL,SET201,2,XXXL,Olive,KURTA SET,
7887,SET202-KR-NP-L,SET202,0,L,Teal,KURTA SET,
7888,SET202-KR-NP-M,SET202,0,M,Teal,KURTA SET,
7889,SET202-KR-NP-S,SET202,0,S,Teal,KURTA SET,
7890,SET202-KR-NP-XL,SET202,1,XL,Teal,KURTA SET,
7891,SET202-KR-NP-XS,SET202,0,XS,Teal,KURTA SET,
7892,SET202-KR-NP-XXL,SET202,0,XXL,Teal,KURTA SET,
7893,SET202-KR-NP-XXXL,SET202,1,XXXL,Teal,KURTA SET,
7894,SET203-KR-DPT-L,SET203,8,L,Maroon,KURTA SET,
7895,SET203-KR-DPT-M,SET203,37,M,Maroon,KURTA SET,
7896,SET203-KR-DPT-S,SET203,16,S,Maroon,KURTA SET,
7897,SET203-KR-DPT-XL,SET203,7,XL,Maroon,KURTA SET,
7898,SET203-KR-DPT-XS,SET203,14,XS,Maroon,KURTA SET,
7899,SET203-KR-DPT-XXL,SET203,12,XXL,Maroon,KURTA SET,
7900,SET203-KR-DPT-XXXL,SET203,8,XXXL,Maroon,KURTA SET,
7901,SET204-KR-DPT-L,SET204,4,L,Green,KURTA SET,
7902,SET204-KR-DPT-M,SET204,2,M,Green,KURTA SET,
7903,SET204-KR-DPT-S,SET204,5,S,Green,KURTA SET,
7904,SET204-KR-DPT-XL,SET204,4,XL,Green,KURTA SET,
7905,SET204-KR-DPT-XS,SET204,3,XS,Green,KURTA SET,
7906,SET204-KR-DPT-XXL,SET204,3,XXL,Green,KURTA SET,
7907,SET204-KR-DPT-XXXL,SET204,5,XXXL,Green,KURTA SET,
7908,SET205-KR-DPT-L,SET205,2,L,Yellow,KURTA SET,
7909,SET205-KR-DPT-M,SET205,9,M,Yellow,KURTA SET,
7910,SET205-KR-DPT-S,SET205,15,S,Yellow,KURTA SET,
7911,SET205-KR-DPT-XL,SET205,3,XL,Yellow,KURTA SET,
7912,SET205-KR-DPT-XS,SET205,15,XS,Yellow,KURTA SET,
7913,SET205-KR-DPT-XXL,SET205,6,XXL,Yellow,KURTA SET,
7914,SET205-KR-DPT-XXXL,SET205,4,XXXL,Yellow,KURTA SET,
7915,SET206-KR-PP-L,SET206,0,L,Cream,KURTA SET,
7916,SET206-KR-PP-M,SET206,0,M,Cream,KURTA SET,
7917,SET206-KR-PP-S,SET206,1,S,Cream,KURTA SET,
7918,SET206-KR-PP-XL,SET206,0,XL,Cream,KURTA SET,
7919,SET206-KR-PP-XS,SET206,2,XS,Cream,KURTA SET,
7920,SET206-KR-PP-XXL,SET206,1,XXL,Cream,KURTA SET,
7921,SET206-KR-PP-XXXL,SET206,0,XXXL,Cream,KURTA SET,
7922,SET209-KR-PP-L,SET209,7,L,Pink,KURTA SET,
7923,SET209-KR-PP-M,SET209,15,M,Pink,KURTA SET,
7924,SET209-KR-PP-S,SET209,38,S,Pink,KURTA SET,
7925,SET209-KR-PP-XL,SET209,8,XL,Pink,KURTA SET,
7926,SET209-KR-PP-XS,SET209,27,XS,Pink,KURTA SET,
7927,SET209-KR-PP-XXL,SET209,15,XXL,Pink,KURTA SET,
7928,SET209-KR-PP-XXXL,SET209,2,XXXL,Pink,KURTA SET,
7929,SET210-KR-PP-L,SET210,2,L,Grey,KURTA SET,
7930,SET210-KR-PP-M,SET210,5,M,Grey,KURTA SET,
7931,SET210-KR-PP-S,SET210,2,S,Grey,KURTA SET,
7932,SET210-KR-PP-XL,SET210,3,XL,Grey,KURTA SET,
7933,SET210-KR-PP-XS,SET210,18,XS,Grey,KURTA SET,
7934,SET210-KR-PP-XXL,SET210,0,XXL,Grey,KURTA SET,
7935,SET210-KR-PP-XXXL,SET210,0,XXXL,Grey,KURTA SET,
7936,SET211-KR-DPT-L,SET211,1,L,Teal,KURTA SET,
7937,SET211-KR-DPT-M,SET211,1,M,Teal,KURTA SET,
7938,SET211-KR-DPT-S,SET211,2,S,Teal,KURTA SET,
7939,SET211-KR-DPT-XL,SET211,1,XL,Teal,KURTA SET,
7940,SET211-KR-DPT-XS,SET211,2,XS,Teal,KURTA SET,
7941,SET211-KR-DPT-XXL,SET211,3,XXL,Teal,KURTA SET,
7942,SET211-KR-DPT-XXXL,SET211,1,XXXL,Teal,KURTA SET,
7943,SET213-KR-DPT-M,SET213,0,M,Grey,KURTA SET,
7944,SET213-KR-DPT-XXL,SET213,2,XXL,Grey,KURTA SET,
7945,SET214-KR-DPT-L,SET214,2,L,Mustard,KURTA SET,
7946,SET214-KR-DPT-M,SET214,1,M,Mustard,KURTA SET,
7947,SET214-KR-DPT-XL,SET214,2,XL,Mustard,KURTA SET,
7948,SET214-KR-DPT-XS,SET214,2,XS,Mustard,KURTA SET,
7949,SET214-KR-DPT-XXL,SET214,3,XXL,Mustard,KURTA SET,
7950,SET214-KR-DPT-XXXL,SET214,2,XXXL,Mustard,KURTA SET,
7951,SET216-KR-PP-L,SET216,0,L,Light Green,KURTA SET,
7952,SET216-KR-PP-M,SET216,3,M,Light Green,KURTA SET,
7953,SET216-KR-PP-S,SET216,3,S,Light Green,KURTA SET,
7954,SET216-KR-PP-XL,SET216,2,XL,Light Green,KURTA SET,
7955,SET216-KR-PP-XXL,SET216,1,XXL,Light Green,KURTA SET,
7956,SET217-KR-PP-L,SET217,3,L,Sea Green,KURTA SET,
7957,SET217-KR-PP-M,SET217,7,M,Sea Green,KURTA SET,
7958,SET217-KR-PP-S,SET217,10,S,Sea Green,KURTA SET,
7959,SET217-KR-PP-XL,SET217,6,XL,Sea Green,KURTA SET,
7960,SET217-KR-PP-XS,SET217,18,XS,Sea Green,KURTA SET,
7961,SET217-KR-PP-XXL,SET217,9,XXL,Sea Green,KURTA SET,
7962,SET217-KR-PP-XXXL,SET217,4,XXXL,Sea Green,KURTA SET,
7963,SET218-KR-NP-L,SET218,4,L,Sky Blue,KURTA SET,
7964,SET218-KR-NP-M,SET218,3,M,Sky Blue,KURTA SET,
7965,SET218-KR-NP-S,SET218,5,S,Sky Blue,KURTA SET,
7966,SET218-KR-NP-XL,SET218,4,XL,Sky Blue,KURTA SET,
7967,SET218-KR-NP-XS,SET218,9,XS,Sky Blue,KURTA SET,
7968,SET218-KR-NP-XXL,SET218,10,XXL,Sky Blue,KURTA SET,
7969,SET218-KR-NP-XXXL,SET218,5,XXXL,Sky Blue,KURTA SET,
7970,SET219-KR-PP-L,SET219,6,L,Turquoise Green,KURTA SET,
7971,SET219-KR-PP-M,SET219,5,M,Turquoise Green,KURTA SET,
7972,SET219-KR-PP-S,SET219,23,S,Turquoise Green,KURTA SET,
7973,SET219-KR-PP-XL,SET219,5,XL,Turquoise Green,KURTA SET,
7974,SET219-KR-PP-XS,SET219,65,XS,Turquoise Green,KURTA SET,
7975,SET219-KR-PP-XXL,SET219,2,XXL,Turquoise Green,KURTA SET,
7976,SET219-KR-PP-XXXL,SET219,2,XXXL,Turquoise Green,KURTA SET,
7977,SET220-KR-PP-L,SET220,2,L,White,KURTA SET,
7978,SET220-KR-PP-M,SET220,3,M,White,KURTA SET,
7979,SET220-KR-PP-S,SET220,33,S,White,KURTA SET,
7980,SET220-KR-PP-XL,SET220,3,XL,White,KURTA SET,
7981,SET220-KR-PP-XS,SET220,31,XS,White,KURTA SET,
7982,SET220-KR-PP-XXL,SET220,7,XXL,White,KURTA SET,
7983,SET220-KR-PP-XXXL,SET220,3,XXXL,White,KURTA SET,
7984,SET221-KR-NP-L,SET221,0,L,Mustard,KURTA SET,
7985,SET221-KR-NP-M,SET221,8,M,Mustard,KURTA SET,
7986,SET221-KR-NP-S,SET221,13,S,Mustard,KURTA SET,
7987,SET221-KR-NP-XL,SET221,2,XL,Mustard,KURTA SET,
7988,SET221-KR-NP-XS,SET221,44,XS,Mustard,KURTA SET,
7989,SET221-KR-NP-XXL,SET221,11,XXL,Mustard,KURTA SET,
7990,SET221-KR-NP-XXXL,SET221,29,XXXL,Mustard,KURTA SET,
7991,SET223-KR-NP-L,SET223,1,L,Pink,KURTA SET,
7992,SET223-KR-NP-M,SET223,2,M,Pink,KURTA SET,
7993,SET223-KR-NP-S,SET223,5,S,Pink,KURTA SET,
7994,SET223-KR-NP-XL,SET223,2,XL,Pink,KURTA SET,
7995,SET223-KR-NP-XS,SET223,28,XS,Pink,KURTA SET,
7996,SET223-KR-NP-XXL,SET223,4,XXL,Pink,KURTA SET,
7997,SET223-KR-NP-XXXL,SET223,3,XXXL,Pink,KURTA SET,
7998,SET224-KR-NP-L,SET224,2,L,Rust,KURTA SET,
7999,SET224-KR-NP-M,SET224,0,M,Rust,KURTA SET,
8000,SET224-KR-NP-S,SET224,6,S,Rust,KURTA SET,
8001,SET224-KR-NP-XL,SET224,3,XL,Rust,KURTA SET,
8002,SET224-KR-NP-XS,SET224,6,XS,Rust,KURTA SET,
8003,SET224-KR-NP-XXL,SET224,5,XXL,Rust,KURTA SET,
8004,SET224-KR-NP-XXXL,SET224,65,XXXL,Rust,KURTA SET,
8005,SET225-KR-NP-L,SET225,2,L,Mustard,KURTA,
8006,SET225-KR-NP-M,SET225,2,M,Mustard,KURTA,
8007,SET225-KR-NP-S,SET225,2,S,Mustard,KURTA,
8008,SET225-KR-NP-XL,SET225,14,XL,Mustard,KURTA,
8009,SET225-KR-NP-XS,SET225,9,XS,Mustard,KURTA,
8010,SET225-KR-NP-XXL,SET225,5,XXL,Mustard,KURTA,
8011,SET225-KR-NP-XXXL,SET225,4,XXXL,Mustard,KURTA,
8012,SET226-KR-PP-L,SET226,33,L,Grey,KURTA SET,
8013,SET226-KR-PP-M,SET226,13,M,Grey,KURTA SET,
8014,SET226-KR-PP-S,SET226,49,S,Grey,KURTA SET,
8015,SET226-KR-PP-XL,SET226,4,XL,Grey,KURTA SET,
8016,SET226-KR-PP-XS,SET226,4,XS,Grey,KURTA SET,
8017,SET226-KR-PP-XXL,SET226,6,XXL,Grey,KURTA SET,
8018,SET226-KR-PP-XXXL,SET226,4,XXXL,Grey,KURTA SET,
8019,SET227-KR-PP-L,SET227,2,L,Pink,KURTA SET,
8020,SET227-KR-PP-M,SET227,6,M,Pink,KURTA SET,
8021,SET227-KR-PP-S,SET227,4,S,Pink,KURTA SET,
8022,SET227-KR-PP-XL,SET227,6,XL,Pink,KURTA SET,
8023,SET227-KR-PP-XS,SET227,6,XS,Pink,KURTA SET,
8024,SET227-KR-PP-XXL,SET227,6,XXL,Pink,KURTA SET,
8025,SET227-KR-PP-XXXL,SET227,2,XXXL,Pink,KURTA SET,
8026,SET228-KR-PP-L,SET228,9,L,Yellow,KURTA SET,
8027,SET228-KR-PP-M,SET228,30,M,Yellow,KURTA SET,
8028,SET228-KR-PP-S,SET228,6,S,Yellow,KURTA SET,
8029,SET228-KR-PP-XL,SET228,2,XL,Yellow,KURTA SET,
8030,SET228-KR-PP-XS,SET228,46,XS,Yellow,KURTA SET,
8031,SET228-KR-PP-XXL,SET228,6,XXL,Yellow,KURTA SET,
8032,SET228-KR-PP-XXXL,SET228,2,XXXL,Yellow,KURTA SET,
8033,SET229-KR-PP-L,SET229,21,L,Mauve,KURTA SET,
8034,SET229-KR-PP-M,SET229,25,M,Mauve,KURTA SET,
8035,SET229-KR-PP-S,SET229,36,S,Mauve,KURTA SET,
8036,SET229-KR-PP-XL,SET229,18,XL,Mauve,KURTA SET,
8037,SET229-KR-PP-XS,SET229,25,XS,Mauve,KURTA SET,
8038,SET229-KR-PP-XXL,SET229,28,XXL,Mauve,KURTA SET,
8039,SET229-KR-PP-XXXL,SET229,29,XXXL,Mauve,KURTA SET,
8040,SET230-KR-PP-L,SET230,29,L,Blue,KURTA SET,
8041,SET230-KR-PP-M,SET230,30,M,Blue,KURTA SET,
8042,SET230-KR-PP-S,SET230,35,S,Blue,KURTA SET,
8043,SET230-KR-PP-XL,SET230,53,XL,Blue,KURTA SET,
8044,SET230-KR-PP-XS,SET230,23,XS,Blue,KURTA SET,
8045,SET230-KR-PP-XXL,SET230,21,XXL,Blue,KURTA SET,
8046,SET230-KR-PP-XXXL,SET230,10,XXXL,Blue,KURTA SET,
8047,SET231-KR-PP-L,SET231,0,L,Cream,KURTA SET,
8048,SET231-KR-PP-M,SET231,2,M,Cream,KURTA SET,
8049,SET231-KR-PP-XL,SET231,2,XL,Cream,KURTA SET,
8050,SET231-KR-PP-XXL,SET231,2,XXL,Cream,KURTA SET,
8051,SET232-KR-PP-L,SET232,13,L,Pink,KURTA SET,
8052,SET232-KR-PP-M,SET232,37,M,Pink,KURTA SET,
8053,SET232-KR-PP-S,SET232,44,S,Pink,KURTA SET,
8054,SET232-KR-PP-XL,SET232,4,XL,Pink,KURTA SET,
8055,SET232-KR-PP-XS,SET232,30,XS,Pink,KURTA SET,
8056,SET232-KR-PP-XXL,SET232,2,XXL,Pink,KURTA SET,
8057,SET232-KR-PP-XXXL,SET232,8,XXXL,Pink,KURTA SET,
8058,SET233-KR-PP-L,SET233,4,L,Pink,KURTA SET,
8059,SET233-KR-PP-M,SET233,4,M,Pink,KURTA SET,
8060,SET233-KR-PP-S,SET233,5,S,Pink,KURTA SET,
8061,SET233-KR-PP-XL,SET233,2,XL,Pink,KURTA SET,
8062,SET233-KR-PP-XS,SET233,17,XS,Pink,KURTA SET,
8063,SET233-KR-PP-XXL,SET233,1,XXL,Pink,KURTA SET,
8064,SET233-KR-PP-XXXL,SET233,2,XXXL,Pink,KURTA SET,
8065,SET234-KR-PP-L,SET234,0,L,Green,KURTA SET,
8066,SET234-KR-PP-M,SET234,0,M,Green,KURTA SET,
8067,SET234-KR-PP-S,SET234,0,S,Green,KURTA SET,
8068,SET234-KR-PP-XL,SET234,0,XL,Green,KURTA SET,
8069,SET234-KR-PP-XXL,SET234,0,XXL,Green,KURTA SET,
8071,SET235-KR-PP-L,SET235,0,L,Beige,KURTA SET,
8072,SET235-KR-PP-M,SET235,0,M,Beige,KURTA SET,
8073,SET235-KR-PP-S,SET235,1,S,Beige,KURTA SET,
8074,SET235-KR-PP-XL,SET235,1,XL,Beige,KURTA SET,
8075,SET235-KR-PP-XXL,SET235,0,XXL,Beige,KURTA SET,
8076,SET236-KR-PP-L,SET236,8,L,Pink,SET,
8077,SET236-KR-PP-M,SET236,6,M,Pink,SET,
8078,SET236-KR-PP-S,SET236,9,S,Pink,SET,
8079,SET236-KR-PP-XL,SET236,8,XL,Pink,SET,
8080,SET236-KR-PP-XS,SET236,18,XS,Pink,SET,
8081,SET236-KR-PP-XXL,SET236,0,XXL,Pink,SET,
8082,SET236-KR-PP-XXXL,SET236,4,XXXL,Pink,SET,
8083,SET238-KR-PP-L,SET238,2,L,Grey,KURTA SET,
8084,SET238-KR-PP-M,SET238,2,M,Grey,KURTA SET,
8085,SET238-KR-PP-S,SET238,5,S,Grey,KURTA SET,
8086,SET238-KR-PP-XL,SET238,1,XL,Grey,KURTA SET,
8087,SET238-KR-PP-XS,SET238,35,XS,Grey,KURTA SET,
8088,SET238-KR-PP-XXL,SET238,2,XXL,Grey,KURTA SET,
8089,SET238-KR-PP-XXXL,SET238,2,XXXL,Grey,KURTA SET,
8090,SET239-KR-NP-L,SET239,4,L,OFF WHITE,KURTA SET,
8091,SET239-KR-NP-M,SET239,4,M,OFF WHITE,KURTA SET,
8092,SET239-KR-NP-S,SET239,7,S,OFF WHITE,KURTA SET,
8093,SET239-KR-NP-XL,SET239,2,XL,OFF WHITE,KURTA SET,
8094,SET239-KR-NP-XS,SET239,3,XS,OFF WHITE,KURTA SET,
8095,SET239-KR-NP-XXL,SET239,2,XXL,OFF WHITE,KURTA SET,
8096,SET239-KR-NP-XXXL,SET239,4,XXXL,OFF WHITE,KURTA SET,
8097,SET240-KR-PP-L,SET240,17,L,Yellow,KURTA SET,
8098,SET240-KR-PP-M,SET240,17,M,Yellow,KURTA SET,
8099,SET240-KR-PP-S,SET240,43,S,Yellow,KURTA SET,
8100,SET240-KR-PP-XL,SET240,27,XL,Yellow,KURTA SET,
8101,SET240-KR-PP-XS,SET240,26,XS,Yellow,KURTA SET,
8102,SET240-KR-PP-XXL,SET240,10,XXL,Yellow,KURTA SET,
8103,SET240-KR-PP-XXXL,SET240,7,XXXL,Yellow,KURTA SET,
8104,SET241-KR-PP-L,SET241,0,L,Turquoise Green,KURTA SET,
8105,SET241-KR-PP-M,SET241,0,M,Turquoise Green,KURTA SET,
8106,SET241-KR-PP-S,SET241,0,S,Turquoise Green,KURTA SET,
8107,SET241-KR-PP-XS,SET241,1,XS,Turquoise Green,KURTA SET,
8108,SET241-KR-PP-XXL,SET241,1,XXL,Turquoise Green,KURTA SET,
8109,SET241-KR-PP-XXXL,SET241,0,XXXL,Turquoise Green,KURTA SET,
8110,SET242-KR-PP-L,SET242,2,L,Black,KURTA SET,
8111,SET242-KR-PP-M,SET242,2,M,Black,KURTA SET,
8112,SET242-KR-PP-S,SET242,12,S,Black,KURTA SET,
8113,SET242-KR-PP-XL,SET242,3,XL,Black,KURTA SET,
8114,SET242-KR-PP-XS,SET242,5,XS,Black,KURTA SET,
8115,SET242-KR-PP-XXL,SET242,2,XXL,Black,KURTA SET,
8116,SET242-KR-PP-XXXL,SET242,2,XXXL,Black,KURTA SET,
8117,SET243-KR-PP-L,SET243,4,L,Blue,KURTA SET,
8118,SET243-KR-PP-M,SET243,10,M,Blue,KURTA SET,
8119,SET243-KR-PP-S,SET243,8,S,Blue,KURTA SET,
8120,SET243-KR-PP-XL,SET243,10,XL,Blue,KURTA SET,
8121,SET243-KR-PP-XS,SET243,12,XS,Blue,KURTA SET,
8122,SET243-KR-PP-XXL,SET243,3,XXL,Blue,KURTA SET,
8123,SET243-KR-PP-XXXL,SET243,3,XXXL,Blue,KURTA SET,
8124,SET244-KR-NP-L,SET244,30,L,Pink,KURTA SET,
8125,SET244-KR-NP-M,SET244,26,M,Pink,KURTA SET,
8126,SET244-KR-NP-S,SET244,35,S,Pink,KURTA SET,
8127,SET244-KR-NP-XL,SET244,34,XL,Pink,KURTA SET,
8128,SET244-KR-NP-XS,SET244,20,XS,Pink,KURTA SET,
8129,SET244-KR-NP-XXL,SET244,13,XXL,Pink,KURTA SET,
8130,SET244-KR-NP-XXXL,SET244,27,XXXL,Pink,KURTA SET,
8131,SET245-KR-NP-L,SET245,85,L,Mustard,KURTA SET,
8132,SET245-KR-NP-M,SET245,113,M,Mustard,KURTA SET,
8133,SET245-KR-NP-S,SET245,131,S,Mustard,KURTA SET,
8134,SET245-KR-NP-XL,SET245,103,XL,Mustard,KURTA SET,
8135,SET245-KR-NP-XS,SET245,92,XS,Mustard,KURTA SET,
8136,SET245-KR-NP-XXL,SET245,43,XXL,Mustard,KURTA SET,
8137,SET245-KR-NP-XXXL,SET245,39,XXXL,Mustard,KURTA SET,
8138,SET246-KR-PP-L,SET246,8,L,Red,KURTA SET,
8139,SET246-KR-PP-M,SET246,22,M,Red,KURTA SET,
8140,SET246-KR-PP-S,SET246,39,S,Red,KURTA SET,
8141,SET246-KR-PP-XL,SET246,4,XL,Red,KURTA SET,
8142,SET246-KR-PP-XS,SET246,42,XS,Red,KURTA SET,
8143,SET246-KR-PP-XXL,SET246,10,XXL,Red,KURTA SET,
8144,SET246-KR-PP-XXXL,SET246,4,XXXL,Red,KURTA SET,
8145,SET247-KR-SHA-L,SET247,5,L,Teal,KURTA SET,
8146,SET247-KR-SHA-M,SET247,6,M,Teal,KURTA SET,
8147,SET247-KR-SHA-S,SET247,25,S,Teal,KURTA SET,
8148,SET247-KR-SHA-XL,SET247,3,XL,Teal,KURTA SET,
8149,SET247-KR-SHA-XS,SET247,49,XS,Teal,KURTA SET,
8150,SET247-KR-SHA-XXL,SET247,2,XXL,Teal,KURTA SET,
8151,SET247-KR-SHA-XXXL,SET247,4,XXXL,Teal,KURTA SET,
8152,SET248-KR-NP-L,SET248,4,L,Teal,KURTA SET,
8153,SET248-KR-NP-M,SET248,7,M,Teal,KURTA SET,
8154,SET248-KR-NP-S,SET248,4,S,Teal,KURTA SET,
8155,SET248-KR-NP-XL,SET248,12,XL,Teal,KURTA SET,
8156,SET248-KR-NP-XS,SET248,7,XS,Teal,KURTA SET,
8157,SET248-KR-NP-XXL,SET248,4,XXL,Teal,KURTA SET,
8158,SET248-KR-NP-XXXL,SET248,10,XXXL,Teal,KURTA SET,
8159,SET249-KR-NP-L,SET249,2,L,Green,KURTA SET,
8160,SET249-KR-NP-M,SET249,9,M,Green,KURTA SET,
8161,SET249-KR-NP-S,SET249,18,S,Green,KURTA SET,
8162,SET249-KR-NP-XL,SET249,4,XL,Green,KURTA SET,
8163,SET249-KR-NP-XS,SET249,52,XS,Green,KURTA SET,
8164,SET249-KR-NP-XXL,SET249,3,XXL,Green,KURTA SET,
8165,SET249-KR-NP-XXXL,SET249,13,XXXL,Green,KURTA SET,
8166,SET250-KR-SHA-L,SET250,13,L,Magenta,KURTA SET,
8167,SET250-KR-SHA-M,SET250,35,M,Magenta,KURTA SET,
8168,SET250-KR-SHA-S,SET250,5,S,Magenta,KURTA SET,
8169,SET250-KR-SHA-XL,SET250,2,XL,Magenta,KURTA SET,
8170,SET250-KR-SHA-XS,SET250,2,XS,Magenta,KURTA SET,
8171,SET250-KR-SHA-XXL,SET250,4,XXL,Magenta,KURTA SET,
8172,SET250-KR-SHA-XXXL,SET250,5,XXXL,Magenta,KURTA SET,
8173,SET251-KR-PP-L,SET251,44,L,Cream,KURTA,
8174,SET251-KR-PP-M,SET251,15,M,Cream,KURTA,
8175,SET251-KR-PP-S,SET251,53,S,Cream,KURTA,
8176,SET251-KR-PP-XL,SET251,32,XL,Cream,KURTA,
8177,SET251-KR-PP-XS,SET251,40,XS,Cream,KURTA,
8178,SET251-KR-PP-XXL,SET251,31,XXL,Cream,KURTA,
8179,SET251-KR-PP-XXXL,SET251,26,XXXL,Cream,KURTA,
8180,SET252-KR-PP-L,SET252,105,L,Yellow,KURTA SET,
8181,SET252-KR-PP-M,SET252,154,M,Yellow,KURTA SET,
8182,SET252-KR-PP-S,SET252,223,S,Yellow,KURTA SET,
8183,SET252-KR-PP-XL,SET252,55,XL,Yellow,KURTA SET,
8184,SET252-KR-PP-XS,SET252,148,XS,Yellow,KURTA SET,
8185,SET252-KR-PP-XXL,SET252,76,XXL,Yellow,KURTA SET,
8186,SET252-KR-PP-XXXL,SET252,95,XXXL,Yellow,KURTA SET,
8187,SET253-KR-NP-L,SET253,6,L,Black,KURTA SET,
8188,SET253-KR-NP-M,SET253,11,M,Black,KURTA SET,
8189,SET253-KR-NP-S,SET253,26,S,Black,KURTA SET,
8190,SET253-KR-NP-XL,SET253,8,XL,Black,KURTA SET,
8191,SET253-KR-NP-XS,SET253,13,XS,Black,KURTA SET,
8192,SET253-KR-NP-XXL,SET253,8,XXL,Black,KURTA SET,
8193,SET253-KR-NP-XXXL,SET253,2,XXXL,Black,KURTA SET,
8194,SET254-KR-NP-L,SET254,2,L,Grey,KURTA SET,
8195,SET254-KR-NP-M,SET254,3,M,Grey,KURTA SET,
8196,SET254-KR-NP-S,SET254,7,S,Grey,KURTA SET,
8197,SET254-KR-NP-XL,SET254,2,XL,Grey,KURTA SET,
8198,SET254-KR-NP-XS,SET254,10,XS,Grey,KURTA SET,
8199,SET254-KR-NP-XXL,SET254,3,XXL,Grey,KURTA SET,
8200,SET254-KR-NP-XXXL,SET254,2,XXXL,Grey,KURTA SET,
8201,SET257-KR-PP-L,SET257,1,L,Beige,SET,
8202,SET257-KR-PP-M,SET257,3,M,Beige,SET,
8203,SET257-KR-PP-S,SET257,5,S,Beige,SET,
8204,SET257-KR-PP-XL,SET257,3,XL,Beige,SET,
8205,SET257-KR-PP-XS,SET257,2,XS,Beige,SET,
8206,SET257-KR-PP-XXL,SET257,0,XXL,Beige,SET,
8207,SET257-KR-PP-XXXL,SET257,2,XXXL,Beige,SET,
8208,SET258-KR-PP-L,SET258,0,L,OFF WHITE,KURTA SET,
8209,SET258-KR-PP-M,SET258,1,M,OFF WHITE,KURTA SET,
8210,SET258-KR-PP-S,SET258,7,S,OFF WHITE,KURTA SET,
8211,SET258-KR-PP-XL,SET258,1,XL,OFF WHITE,KURTA SET,
8212,SET258-KR-PP-XS,SET258,6,XS,OFF WHITE,KURTA SET,
